Sample_ID,pH,Turbidity_NTU,TDS_mg_L,Total_Hardness_mg_L,Chloride_mg_L,Sulphate_mg_L,Fluoride_mg_L,Nitrate_mg_L,Iron_mg_L,Calcium_mg_L,Magnesium_mg_L,Arsenic_mg_L,Lead_mg_L,Water_Quality,Usage_Class,Drinking_Status,Safe_for_Drinking,TDS_Status,Turbidity_Status,TDS_Recommendation,Turbidity_Recommendation,Severity,Overall_Recommendation,Treatment_Limitation,Lab_Test_Recommended
WQ038257,6.91073480411587,0.5960557718410855,339.7055906525526,338.6288957843779,269.3885617522268,60.8566830140813,0.7338502705858705,13.176595269739494,0.1800699726272653,94.54404114122092,16.026427997372718,0.0015792144221406,0.0010986769730379,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ059470,7.460029895597378,0.3462699482913323,1404.67891427397,233.5376432527632,212.58529636067212,153.1060360627222,1.0908141409166558,18.50504485675817,0.3235545117114634,107.6697516370107,21.187659418412355,0.004308014786524,0.0015873785833619,Unsafe,Irrigation/Garden,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,"Preliminary irrigation/garden screening only; consider crop, soil, EC/SAR and other irrigation factors.","Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ005943,7.200610469578011,0.1425254992069912,661.8796225075772,232.7096155613085,360.2729160903535,130.8184366442151,0.9572620361464866,15.611472166919242,0.2712796945445858,66.62571972732647,17.462676408457835,0.0014889603673022,0.0013520895411194,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ013530,7.511634308059299,0.6424830938739252,420.67562931100434,244.22791148335685,145.69475648476447,61.22154328806644,0.9049347305022948,19.60162822391016,0.0866447314210267,21.98338623649192,32.086570088284745,0.005470575430418,0.0012359358295107,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ068556,6.750420627905934,0.3005595404240789,519.9902592056682,85.66427628197135,301.54916060478087,109.38773395159784,0.7889407155567216,13.40860827732617,0.1985272529455312,55.768268299129744,26.19282024275459,0.0050142266808555,0.0027363576322571,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ043945,7.590193475907413,1.3697509816299,352.884513230197,259.6815485028173,90.4745092743856,53.76618566107507,0.4608957449677183,4.897448980095123,0.091343151998429,73.89666156575238,19.50341175230793,0.004351510489582,0.0015507865724387,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ006006,7.660434967482262,0.652301188966835,144.81766553733638,250.7747820506027,136.2280119668296,124.65115303991232,1.307201182529666,14.109688942523984,0.24104397150293,77.61971989432227,19.81346494694729,0.0019064360289764,0.0016577623430962,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ052351,7.531531997893146,0.8313511685295191,152.55399278561367,324.1922607716488,101.42399849603372,227.5853898770845,0.5832050044758949,23.47376221477229,0.0657229779526881,62.06537920008473,11.885790759070424,0.0027057193885677,0.0035958638234415,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ060854,6.985997609608336,1.198973400219569,309.0673822289572,517.8601395636329,212.3510836843283,56.58507786096934,0.3179408836409464,74.93125499588069,0.1042899857932448,159.72488484276846,31.072507890078118,0.0126623301369692,0.0010234876358685,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ069436,7.424294095645977,0.8658848302801044,126.36424518719151,160.88824331067966,432.447610025084,290.5907690743859,0.6319527912164521,25.14969382718494,0.0482228208514575,58.40996394162654,25.64760601220913,0.0117959589489169,0.000610342622883,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ049529,8.474980810658463,0.7515158449071649,302.2553355330492,156.79632189848613,188.0695361147911,26.53878024043045,1.032854736629977,23.50027239801204,0.0833970126510055,57.16404675765857,41.82288005291591,0.0034245450904795,0.004380337277238,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ035101,7.2199864171526436,0.4825336537396263,674.5085788109285,166.77138644462636,329.75685134734414,85.28079371056972,0.9939271327127616,17.94709205575974,0.2502729424782586,61.06614588738643,23.994283778752475,0.0075744520635465,0.0046263141501675,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
